# Program:featureCounts v1.5.2; Command:"featureCounts" "-T" "8" "-t" "exon" "-g" "Parent" "-a" "/home/benjamin/genome_assembly/PST79/FALCON/p_assemblies/v9_1/032017_assembly/Pst_104E_v12_h_ctg.anno.gff3" "-G" "/home/benjamin/genome_assembly/PST79/FALCON/p_assemblies/v9_1/032017_assembly/Pst_104E_v12_h_ctg.fa" "-o" "Pst_104E_v12_h_ctg.in_house.STAR.featureCounts.txt" "-p" "GS_DG_S12412_ATCACG_L001_R1_001Aligned.sortedByCoord.out.bam" "GS_DG_S18112_CGATGT_L001_R1_001Aligned.sortedByCoord.out.bam" "GS_DG_S22312_TTAGGC_L001_R1_001Aligned.sortedByCoord.out.bam" "HE_DG_H17412_TGACCA_L001_R1_001Aligned.sortedByCoord.out.bam" "HE_DG_H1_ACTTGA_L001_R1_001Aligned.sortedByCoord.out.bam" "HE_DG_H2_GATCAG_L001_R1_001Aligned.sortedByCoord.out.bam" "IT0_DG_4_GTGAAA_L001_R1_001Aligned.sortedByCoord.out.bam" "IT0_DG_5_ATCACG_L001_R1_001Aligned.sortedByCoord.out.bam" "IT0_DG_6_ACTTGA_L001_R1_001Aligned.sortedByCoord.out.bam" "IT6_DG_7_TAGCTT_L001_R1_001Aligned.sortedByCoord.out.bam" "IT6_DG_8_GGCTAC_L001_R1_001Aligned.sortedByCoord.out.bam" "IT6_DG_9_TTAGGC_L001_R1_001Aligned.sortedByCoord.out.bam" "IT9_DG_10_GATCAG_L001_R1_001Aligned.sortedByCoord.out.bam" "IT9_DG1_CGATGT_L003_R1_001Aligned.sortedByCoord.out.bam" "IT9_DG2_TGACCA_L003_R1_001Aligned.sortedByCoord.out.bam" "UG_DG_1_ACAGTG_L001_R1_001Aligned.sortedByCoord.out.bam" "UG_DG_2_GCCAAT_L001_R1_001Aligned.sortedByCoord.out.bam" "UG_DG_3_CTTGTA_L001_R1_001Aligned.sortedByCoord.out.bam" 
Geneid	Chr	Start	End	Strand	Length	GS_DG_S12412_ATCACG_L001_R1_001Aligned.sortedByCoord.out.bam	GS_DG_S18112_CGATGT_L001_R1_001Aligned.sortedByCoord.out.bam	GS_DG_S22312_TTAGGC_L001_R1_001Aligned.sortedByCoord.out.bam	HE_DG_H17412_TGACCA_L001_R1_001Aligned.sortedByCoord.out.bam	HE_DG_H1_ACTTGA_L001_R1_001Aligned.sortedByCoord.out.bam	HE_DG_H2_GATCAG_L001_R1_001Aligned.sortedByCoord.out.bam	IT0_DG_4_GTGAAA_L001_R1_001Aligned.sortedByCoord.out.bam	IT0_DG_5_ATCACG_L001_R1_001Aligned.sortedByCoord.out.bam	IT0_DG_6_ACTTGA_L001_R1_001Aligned.sortedByCoord.out.bam	IT6_DG_7_TAGCTT_L001_R1_001Aligned.sortedByCoord.out.bam	IT6_DG_8_GGCTAC_L001_R1_001Aligned.sortedByCoord.out.bam	IT6_DG_9_TTAGGC_L001_R1_001Aligned.sortedByCoord.out.bam	IT9_DG_10_GATCAG_L001_R1_001Aligned.sortedByCoord.out.bam	IT9_DG1_CGATGT_L003_R1_001Aligned.sortedByCoord.out.bam	IT9_DG2_TGACCA_L003_R1_001Aligned.sortedByCoord.out.bam	UG_DG_1_ACAGTG_L001_R1_001Aligned.sortedByCoord.out.bam	UG_DG_2_GCCAAT_L001_R1_001Aligned.sortedByCoord.out.bam	UG_DG_3_CTTGTA_L001_R1_001Aligned.sortedByCoord.out.bam
evm.model.hcontig_020_018.39	hcontig_020_018;hcontig_020_018;hcontig_020_018	123066;123476;123873	123391;123734;123908	-;-;-	621	5334	4946	5804	127	217	103	0	0	0	1011	91	978	468	3427	3735	6762	6178	5974
evm.model.hcontig_020_018.52	hcontig_020_018;hcontig_020_018;hcontig_020_018;hcontig_020_018;hcontig_020_018;hcontig_020_018;hcontig_020_018;hcontig_020_018;hcontig_020_018;hcontig_020_018;hcontig_020_018;hcontig_020_018	160115;160378;160564;160705;160873;161667;162091;162327;162460;162618;162760;163305	160293;160498;160631;160800;161568;162008;162241;162383;162546;162699;163241;164132	-;-;-;-;-;-;-;-;-;-;-;-	3189	1037	727	975	48	170	70	0	0	0	146	221	137	802	2438	1086	316	271	289
evm.model.hcontig_020_018.53	hcontig_020_018;hcontig_020_018;hcontig_020_018;hcontig_020_018;hcontig_020_018;hcontig_020_018	164534;164614;164844;164997;165250;165565	164548;164760;164907;165137;165377;165660	-;-;-;-;-;-	591	8535	9296	9472	2614	6327	2343	0	0	0	573	973	554	2552	12220	4495	5887	6158	5373
evm.model.hcontig_020_018.50	hcontig_020_018;hcontig_020_018;hcontig_020_018	151244;151669;152208	151583;152144;152609	-;-;-	1218	397	494	479	30	61	39	0	0	1	28	36	32	180	580	258	249	216	228
evm.model.hcontig_020_018.51	hcontig_020_018;hcontig_020_018;hcontig_020_018;hcontig_020_018;hcontig_020_018;hcontig_020_018;hcontig_020_018;hcontig_020_018;hcontig_020_018;hcontig_020_018;hcontig_020_018;hcontig_020_018;hcontig_020_018;hcontig_020_018;hcontig_020_018;hcontig_020_018;hcontig_020_018;hcontig_020_018;hcontig_020_018;hcontig_020_018;hcontig_020_018;hcontig_020_018;hcontig_020_018;hcontig_020_018;hcontig_020_018	152903;153029;153115;153195;153338;153610;153889;154138;154620;154781;155018;155201;155397;155589;155901;156067;156268;156418;156723;157079;157264;157465;157632;157978;158222	152937;153039;153127;153263;153521;153809;154057;154546;154686;154958;155106;155337;155530;155826;156002;156203;156339;156635;157008;157195;157383;157562;157899;158102;158459	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	3714	2514	1992	2625	71	134	59	0	0	0	158	229	150	1015	3735	1783	1037	850	1013
evm.model.hcontig_020_018.35	hcontig_020_018	109650	110237	-	588	4	14	19	685	1195	675	0	0	0	40	19	25	50	114	104	3	0	3
evm.model.hcontig_020_018.49	hcontig_020_018;hcontig_020_018;hcontig_020_018	147119;147209;149362	147143;149288;149650	-;-;-	2394	228	167	198	494	1585	469	0	0	0	25	13	43	359	528	147	9	7	13
evm.model.hcontig_020_018.48	hcontig_020_018;hcontig_020_018;hcontig_020_018;hcontig_020_018;hcontig_020_018;hcontig_020_018;hcontig_020_018;hcontig_020_018	143122;143220;143404;143668;143911;144144;144344;144793	143157;143299;143587;143822;144032;144268;144714;144979	+;+;+;+;+;+;+;+	1260	2039	1529	1915	119	369	127	1	0	1	200	324	171	861	2432	1099	1399	1371	1209
evm.model.hcontig_020_018.54	hcontig_020_018;hcontig_020_018;hcontig_020_018;hcontig_020_018;hcontig_020_018;hcontig_020_018;hcontig_020_018;hcontig_020_018;hcontig_020_018;hcontig_020_018;hcontig_020_018	168927;169876;170048;170224;170554;170746;170949;171125;172105;172265;173064	169805;169979;170153;170473;170683;170856;171057;172027;172193;172991;173438	-;-;-;-;-;-;-;-;-;-;-	3783	2870	2478	3069	212	512	243	0	0	1	173	288	199	1121	4375	2111	902	826	865
evm.model.hcontig_020_018.29	hcontig_020_018;hcontig_020_018	90255;90492	90402;90586	+;+	243	7	11	13	1	8	2	0	0	0	0	2	2	8	18	3	4	9	8
evm.model.hcontig_020_018.28	hcontig_020_018;hcontig_020_018;hcontig_020_018	88778;88986;89465	88931;89247;89645	+;+;+	597	69	63	60	10	14	8	0	0	0	4	3	1	12	38	21	16	10	10
evm.model.hcontig_020_018.27	hcontig_020_018;hcontig_020_018	87280;87376	87307;88532	+;+	1185	423	481	546	29	57	32	0	0	0	26	38	28	166	537	238	210	142	211
evm.model.hcontig_020_018.26	hcontig_020_018;hcontig_020_018	86392;86989	86915;87025	-;-	561	347	398	433	0	9	2	0	0	0	13	22	12	85	233	94	128	104	135
evm.model.hcontig_020_018.25	hcontig_020_018	85695	86204	-	510	461	597	546	7	26	7	0	0	0	22	38	14	97	343	134	160	139	178
evm.model.hcontig_020_018.24	hcontig_020_018;hcontig_020_018	83678;83839	83762;84995	+;+	1242	92	169	166	11	18	13	0	0	0	52	24	42	123	890	422	113	49	98
evm.model.hcontig_020_018.23	hcontig_020_018;hcontig_020_018	79329;79649	79576;79784	-;-	384	7	10	11	0	0	0	0	0	0	0	0	0	1	1	0	34	13	27
evm.model.hcontig_020_018.22	hcontig_020_018;hcontig_020_018	76725;77219	77137;77240	-;-	435	10	7	6	1	1	0	0	0	0	6	1	6	10	46	27	2	5	2
evm.model.hcontig_020_018.21	hcontig_020_018	75730	76590	-	861	163	189	198	49	78	33	0	0	0	66	48	65	153	836	447	29	34	40
evm.model.hcontig_020_018.20	hcontig_020_018;hcontig_020_018	74300;74719	74625;74755	-;-	363	0	0	1	0	0	0	0	0	0	0	0	0	3	3	0	0	0	0
evm.model.hcontig_020_018.47	hcontig_020_018;hcontig_020_018;hcontig_020_018	141737;141981;142246	141889;142164;142769	+;+;+	861	4	4	2	1	0	1	0	0	0	0	0	0	0	2	1	0	0	0
evm.model.hcontig_020_018.46	hcontig_020_018;hcontig_020_018;hcontig_020_018;hcontig_020_018;hcontig_020_018	138878;139027;139184;139322;139478	138960;139113;139248;139336;139578	-;-;-;-;-	351	0	0	0	2	0	0	0	0	0	1	0	1	47	73	3	0	0	0
evm.model.hcontig_020_018.41	hcontig_020_018;hcontig_020_018;hcontig_020_018	126867;127302;127697	127192;127560;127732	-;-;-	621	187	150	181	147	328	121	0	0	2	39	308	27	2680	2421	240	213	262	184
evm.model.hcontig_020_018.40	hcontig_020_018;hcontig_020_018;hcontig_020_018	125021;125455;125988	125346;125716;126023	-;-;-	624	115	70	106	13	17	4	0	0	0	2	2	2	351	314	19	28	11	21
evm.model.hcontig_020_018.43	hcontig_020_018;hcontig_020_018;hcontig_020_018;hcontig_020_018	130703;130815;131138;131428	130716;131074;131350;131444	+;+;+;+	504	3434	3483	3621	841	2011	722	0	0	0	286	376	287	1112	3292	1393	2397	1934	2159
evm.model.hcontig_020_018.42	hcontig_020_018;hcontig_020_018;hcontig_020_018	129288;129700;130079	129616;129958;130114	-;-;-	624	15	15	11	36	109	35	0	0	0	3	4	6	41	61	14	17	17	12
evm.model.hcontig_020_018.8	hcontig_020_018;hcontig_020_018	20584;21809	21740;21836	-;-	1185	951	1059	1145	44	107	40	0	0	0	27	52	33	187	512	189	430	243	361
evm.model.hcontig_020_018.9	hcontig_020_018;hcontig_020_018	22090;22199	22126;23310	+;+	1149	588	787	836	39	71	15	0	0	1	36	33	30	223	622	248	339	250	299
evm.model.hcontig_020_018.2	hcontig_020_018;hcontig_020_018;hcontig_020_018;hcontig_020_018;hcontig_020_018	6892;7337;7458;7585;7681	7018;7384;7506;7608;7726	+;+;+;+;+	294	40	62	50	2	4	3	0	0	0	9	4	5	32	99	42	32	14	33
evm.model.hcontig_020_018.3	hcontig_020_018;hcontig_020_018	7743;7855	7779;9005	+;+	1188	4	1	0	0	0	0	0	0	0	0	0	1	0	2	2	2	1	2
evm.model.hcontig_020_018.4	hcontig_020_018;hcontig_020_018	9897;10006	9933;11159	+;+	1191	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
evm.model.hcontig_020_018.5	hcontig_020_018;hcontig_020_018;hcontig_020_018;hcontig_020_018;hcontig_020_018;hcontig_020_018;hcontig_020_018;hcontig_020_018;hcontig_020_018	12647;12938;13098;13209;13369;13477;13605;13762;13906	12850;13012;13124;13300;13398;13526;13669;13835;13948	+;+;+;+;+;+;+;+;+	660	0	0	0	9	11	32	0	0	0	26	1	19	9	1799	1041	0	0	0
evm.model.hcontig_020_018.7	hcontig_020_018	19313	19864	+	552	103	99	108	33	103	40	0	1	1	18	30	13	83	178	89	33	13	29
evm.model.hcontig_020_018.45	hcontig_020_018;hcontig_020_018;hcontig_020_018	136787;137556;138115	137477;138030;138394	-;-;-	1446	15	13	16	2	6	0	0	0	0	9	0	7	255	1278	453	11	8	12
evm.model.hcontig_020_018.44	hcontig_020_018;hcontig_020_018;hcontig_020_018;hcontig_020_018;hcontig_020_018;hcontig_020_018;hcontig_020_018;hcontig_020_018	132200;132756;133249;133787;134009;134179;134406;134641	132683;133175;133715;133926;134084;134305;134567;134681	+;+;+;+;+;+;+;+	1917	2357	1811	2294	270	576	177	0	0	0	224	631	199	1194	3317	1551	972	979	970
evm.model.hcontig_020_019.5	hcontig_020_019	12767	13546	-	780	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
evm.model.hcontig_020_019.4	hcontig_020_019;hcontig_020_019	9497;9683	9607;10327	+;+	756	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
evm.model.hcontig_020_019.6	hcontig_020_019	15554	15778	+	225	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
evm.model.hcontig_020_019.1	hcontig_020_019;hcontig_020_019;hcontig_020_019	297;470;669	370;529;729	-;-;-	195	4	2	7	5	5	3	0	0	0	4	0	1	1	7	8	6	3	6
evm.model.hcontig_020_019.3	hcontig_020_019;hcontig_020_019	6578;7752	7688;7885	+;+	1245	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
evm.model.hcontig_020_019.2	hcontig_020_019;hcontig_020_019;hcontig_020_019;hcontig_020_019	2937;3105;3421;3716	3013;3312;3648;4066	+;+;+;+	864	8	3	7	0	4	0	0	0	0	1	0	2	0	6	3	5	3	7
evm.model.hcontig_020_020.1	hcontig_020_020;hcontig_020_020	958;1061	979;2409	+;+	1371	1	1	4	0	2	0	0	0	0	3	5	1	12	44	24	4	0	2
evm.model.hcontig_020_020.3	hcontig_020_020;hcontig_020_020	5369;5569	5498;6719	+;+	1281	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
evm.model.hcontig_020_020.2	hcontig_020_020;hcontig_020_020	3375;3506	3411;4692	+;+	1224	0	0	0	0	1	0	0	0	0	0	0	0	25	22	0	0	0	0
evm.model.hcontig_020_021.21	hcontig_020_021	103994	104557	-	564	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
evm.model.hcontig_020_021.25	hcontig_020_021	119714	120394	+	681	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
evm.model.hcontig_020_021.24	hcontig_020_021;hcontig_020_021;hcontig_020_021;hcontig_020_021;hcontig_020_021;hcontig_020_021;hcontig_020_021	113145;113523;113863;114088;114287;114500;114823	113417;113789;114003;114213;114421;114753;114847	-;-;-;-;-;-;-	1221	4406	3925	4908	506	1342	530	0	0	0	549	664	595	1809	5963	2727	2467	1411	2079
evm.model.hcontig_020_021.158	hcontig_020_021;hcontig_020_021;hcontig_020_021	696647;696888;697348	696805;697241;697449	+;+;+	615	577	595	603	126	243	103	0	0	0	57	83	36	214	422	192	439	423	392
evm.model.hcontig_020_021.159	hcontig_020_021;hcontig_020_021;hcontig_020_021;hcontig_020_021	698387;698584;698769;699075	698506;698684;699000;699077	-;-;-;-	456	303	537	489	1244	2797	1587	2	1	3	2958	3452	2765	6693	31660	15170	254	177	182
evm.model.hcontig_020_021.154	hcontig_020_021;hcontig_020_021	683726;684161	684083;685053	+;+	1251	162	143	185	5	13	4	0	0	0	1	12	3	95	263	73	91	79	101
evm.model.hcontig_020_021.156	hcontig_020_021;hcontig_020_021;hcontig_020_021;hcontig_020_021;hcontig_020_021;hcontig_020_021;hcontig_020_021;hcontig_020_021;hcontig_020_021;hcontig_020_021;hcontig_020_021	688181;688788;689054;689253;689342;689578;689799;690081;690263;690758;691107	688664;688976;689149;689276;689477;689732;690004;690172;690677;690988;691649	-;-;-;-;-;-;-;-;-;-;-	2571	138	180	216	36	127	44	0	0	0	7	1	4	75	2385	861	48	28	43
evm.model.hcontig_020_021.157	hcontig_020_021;hcontig_020_021;hcontig_020_021;hcontig_020_021;hcontig_020_021;hcontig_020_021;hcontig_020_021;hcontig_020_021;hcontig_020_021	693938;694081;694362;694612;695003;695216;695473;695983;696149	693955;694225;694542;694896;695110;695337;695858;696073;696219	-;-;-;-;-;-;-;-;-	1407	487	426	472	64	151	62	0	0	0	98	100	89	377	849	389	196	110	213
evm.model.hcontig_020_021.150	hcontig_020_021;hcontig_020_021;hcontig_020_021	673516;673624;673832	673557;673734;673939	-;-;-	261	1	11	4	72	206	85	0	0	0	0	0	1	2489	2626	28	12	1	5
evm.model.hcontig_020_021.151	hcontig_020_021;hcontig_020_021;hcontig_020_021	675611;675816;675993	675718;675926;676034	+;+;+	261	3	4	7	42	131	47	1	0	0	0	0	0	1295	1672	17	11	5	5
evm.model.hcontig_020_021.152	hcontig_020_021;hcontig_020_021;hcontig_020_021;hcontig_020_021;hcontig_020_021	678089;678317;678723;678900;679366	678208;678623;678822;679253;679405	+;+;+;+;+	921	112	137	155	47	86	42	0	1	0	480	238	449	971	4130	2242	161	78	127
evm.model.hcontig_020_021.83	hcontig_020_021;hcontig_020_021;hcontig_020_021	413351;413527;413758	413432;413670;415277	+;+;+	1746	0	0	1	171	343	163	0	0	0	8	6	11	16	53	50	0	0	0
evm.model.hcontig_020_021.88	hcontig_020_021;hcontig_020_021;hcontig_020_021;hcontig_020_021;hcontig_020_021;hcontig_020_021;hcontig_020_021;hcontig_020_021;hcontig_020_021;hcontig_020_021;hcontig_020_021;hcontig_020_021;hcontig_020_021;hcontig_020_021;hcontig_020_021;hcontig_020_021;hcontig_020_021;hcontig_020_021;hcontig_020_021	428252;428499;428773;429166;429409;429606;429948;430110;430356;430464;430628;430743;430845;431046;431514;431664;431886;432318;432526	428407;428657;429093;429322;429533;429883;430017;430266;430398;430528;430656;430778;430971;431425;431586;431804;432228;432434;432622	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	2874	11	11	12	13	40	16	0	0	0	0	0	1	34	55	10	9	11	18
evm.model.hcontig_020_021.52	hcontig_020_021	224363	224968	+	606	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
evm.model.hcontig_020_021.136	hcontig_020_021;hcontig_020_021;hcontig_020_021;hcontig_020_021	624487;624775;624968;625422	624535;624879;625331;625548	-;-;-;-	645	0	0	0	102	173	125	0	0	0	19	5	13	15	36	39	0	0	0
evm.model.hcontig_020_021.134	hcontig_020_021;hcontig_020_021;hcontig_020_021;hcontig_020_021;hcontig_020_021;hcontig_020_021;hcontig_020_021;hcontig_020_021	614671;614933;615073;615264;615374;615446;615556;615684	614866;614997;615197;615310;615383;615500;615626;615747	-;-;-;-;-;-;-;-	633	689	636	804	271	640	269	0	0	0	108	161	91	542	1103	471	385	334	425
evm.model.hcontig_020_021.135	hcontig_020_021;hcontig_020_021;hcontig_020_021	615798;616219;616988	616158;616916;617566	+;+;+	1638	187	166	201	32	66	20	0	0	0	15	25	11	92	382	143	91	87	103
evm.model.hcontig_020_021.132	hcontig_020_021;hcontig_020_021;hcontig_020_021	610890;611091;611351	611017;611270;611453	+;+;+	411	89	165	153	658	1592	1235	1	0	1	1959	1967	1795	5273	31746	13241	8	8	9
evm.model.hcontig_020_021.133	hcontig_020_021;hcontig_020_021;hcontig_020_021;hcontig_020_021;hcontig_020_021;hcontig_020_021;hcontig_020_021	612115;612371;612548;612683;612947;613080;613243	612230;612445;612597;612861;612989;613167;613315	+;+;+;+;+;+;+	624	69	56	87	22	56	32	0	0	0	129	124	103	795	1361	356	75	78	70
evm.model.hcontig_020_021.130	hcontig_020_021;hcontig_020_021;hcontig_020_021;hcontig_020_021;hcontig_020_021;hcontig_020_021;hcontig_020_021	606014;606576;607043;607729;607838;608014;608233	606485;606948;607657;607764;607927;608134;608241	-;-;-;-;-;-;-	1716	2	2	4	30	128	52	0	0	0	51	44	30	330	1253	406	4	1	1
evm.model.hcontig_020_021.139	hcontig_020_021	632173	633699	-	1527	0	0	0	3	4	3	0	0	0	0	0	0	0	2	4	0	0	0
evm.model.hcontig_020_021.27	hcontig_020_021;hcontig_020_021	132238;132527	132438;133840	-;-	1515	2518	2407	2494	207	710	212	0	0	1	96	157	89	659	1943	722	765	658	950
evm.model.hcontig_020_021.26	hcontig_020_021	125142	125513	+	372	2	0	0	0	0	1	0	0	0	0	0	0	0	2	0	7	4	7
evm.model.hcontig_020_021.29	hcontig_020_021;hcontig_020_021;hcontig_020_021	137986;138314;138461	138231;138387;138620	-;-;-	480	0	2	1	13	26	18	0	0	0	0	1	0	4	9	2	0	1	4
evm.model.hcontig_020_021.28	hcontig_020_021;hcontig_020_021;hcontig_020_021	135788;135971;136118	135886;136044;136277	-;-;-	333	1	0	0	4	7	1	0	0	0	3	0	2	4	85	20	3	0	0
evm.model.hcontig_020_021.118	hcontig_020_021;hcontig_020_021;hcontig_020_021	556544;557060;557533	556970;557444;558025	+;+;+	1305	5	3	6	8	12	8	0	0	0	0	1	0	4	13	6	67	33	53
evm.model.hcontig_020_021.110	hcontig_020_021;hcontig_020_021;hcontig_020_021	515069;515990;516555	515922;516464;516560	+;+;+	1335	742	675	713	6	63	15	0	0	0	42	67	40	213	653	255	666	430	491
evm.model.hcontig_020_021.111	hcontig_020_021;hcontig_020_021;hcontig_020_021;hcontig_020_021	526230;526404;526719;527014	526309;526611;526946;527364	+;+;+;+	867	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0
evm.model.hcontig_020_021.112	hcontig_020_021;hcontig_020_021	532794;532980	532904;533624	+;+	756	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
evm.model.hcontig_020_021.113	hcontig_020_021	536065	536844	-	780	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
evm.model.hcontig_020_021.115	hcontig_020_021;hcontig_020_021	540052;540651	540570;541256	-;-	1125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
evm.model.hcontig_020_021.117	hcontig_020_021;hcontig_020_021;hcontig_020_021;hcontig_020_021;hcontig_020_021;hcontig_020_021;hcontig_020_021;hcontig_020_021;hcontig_020_021	552255;552515;552699;552998;553293;554138;554482;554791;555054	552413;552609;552906;553225;554052;554389;554694;554945;555068	+;+;+;+;+;+;+;+;+	2085	2197	1804	2363	238	579	222	1	0	0	226	238	233	837	3335	1496	1726	959	1279
evm.model.hcontig_020_021.97	hcontig_020_021;hcontig_020_021	473022;473116	473048;475536	-;-	2448	0	0	0	1	5	2	0	0	0	0	0	1	1	0	1	0	0	0
evm.model.hcontig_020_021.94	hcontig_020_021;hcontig_020_021;hcontig_020_021;hcontig_020_021	463542;463859;464056;464227	463788;463978;464106;464693	+;+;+;+	885	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
evm.model.hcontig_020_021.90	hcontig_020_021;hcontig_020_021;hcontig_020_021;hcontig_020_021;hcontig_020_021;hcontig_020_021;hcontig_020_021;hcontig_020_021;hcontig_020_021;hcontig_020_021;hcontig_020_021;hcontig_020_021;hcontig_020_021	437225;437441;437642;437706;437834;438050;438261;438394;438613;438721;439016;439170;439427	437349;437571;437648;437759;437958;438190;438313;438517;438630;438814;439101;439351;439486	+;+;+;+;+;+;+;+;+;+;+;+;+	1200	8492	6365	7686	17	55	37	0	2	2	4	6	2	16	32	14	6260	7002	5939
evm.model.hcontig_020_021.91	hcontig_020_021;hcontig_020_021;hcontig_020_021	440005;440308;441048	440238;440975;441483	-;-;-	1338	24	30	21	45	131	160	0	0	0	41	4	32	27	14177	5043	3	3	4
evm.model.hcontig_020_021.53	hcontig_020_021;hcontig_020_021;hcontig_020_021;hcontig_020_021;hcontig_020_021	224989;225307;225533;225699;226096	225240;225413;225603;225996;226603	+;+;+;+;+	1236	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	1	1
evm.model.hcontig_020_021.36	hcontig_020_021;hcontig_020_021;hcontig_020_021;hcontig_020_021	180813;181181;181462;181650	181098;181377;181574;181749	+;+;+;+	696	332	530	503	1	24	7	0	0	0	1	0	0	3	10	1	85	64	96
evm.model.hcontig_020_021.37	hcontig_020_021;hcontig_020_021;hcontig_020_021;hcontig_020_021;hcontig_020_021;hcontig_020_021;hcontig_020_021;hcontig_020_021;hcontig_020_021	182481;182609;184093;184169;185188;185873;186238;186461;187959	182515;183973;184099;185122;185778;186160;186393;187891;189941	+;+;+;+;+;+;+;+;+	6810	2423	2179	2864	202	533	185	0	0	0	158	214	134	1044	4774	2160	800	748	723
evm.model.hcontig_020_021.38	hcontig_020_021;hcontig_020_021	190317;190509	190378;191064	+;+	618	1	1	0	1	9	2	0	0	0	3	0	0	0	8	1	1	0	1
evm.model.hcontig_020_021.39	hcontig_020_021;hcontig_020_021;hcontig_020_021	191437;191663;192095	191541;191848;192406	+;+;+	603	0	0	0	1	6	2	0	0	0	0	0	0	0	2	1	1	0	0
evm.model.hcontig_020_021.95	hcontig_020_021	466049	466558	-	510	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
evm.model.hcontig_020_021.172	hcontig_020_021;hcontig_020_021	746977;747152	747055;748146	+;+	1074	4	2	3	0	0	0	0	0	0	0	0	0	6	8	1	3	3	4
evm.model.hcontig_020_021.173	hcontig_020_021	4010	4600	+	591	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
evm.model.hcontig_020_021.170	hcontig_020_021;hcontig_020_021	725961;727175	727075;727370	-;-	1311	1016	806	991	178	402	145	0	0	0	258	302	237	961	3949	1910	420	310	385
evm.model.hcontig_020_021.171	hcontig_020_021	729291	730820	+	1530	0	0	0	318	699	291	0	0	0	44	14	37	41	153	140	0	0	0
evm.model.hcontig_020_021.92	hcontig_020_021;hcontig_020_021;hcontig_020_021;hcontig_020_021;hcontig_020_021	442968;443528;443844;444158;444364	443443;443758;444065;444266;444369	-;-;-;-;-	1044	1590	1437	1727	88	186	90	0	0	0	217	190	197	814	3016	1380	659	533	604
evm.model.hcontig_020_021.98	hcontig_020_021;hcontig_020_021;hcontig_020_021	475614;476682;477029	476287;476810;477128	-;-;-	903	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0
evm.model.hcontig_020_021.160	hcontig_020_021;hcontig_020_021;hcontig_020_021;hcontig_020_021	699676;699861;700022;700481	699766;699949;700396;700516	+;+;+;+	591	1268	1602	1598	1002	2947	1157	0	2	0	5209	7093	5024	12941	52331	25411	908	902	947
evm.model.hcontig_020_021.165	hcontig_020_021;hcontig_020_021;hcontig_020_021;hcontig_020_021;hcontig_020_021;hcontig_020_021;hcontig_020_021	713017;713253;713535;713752;713992;714163;714303	713155;713401;713636;713864;714065;714175;714486	-;-;-;-;-;-;-	774	1	0	2	44	96	57	0	0	0	85	37	88	66	547	384	2	3	4
evm.model.hcontig_020_021.164	hcontig_020_021;hcontig_020_021;hcontig_020_021	708278;709245;709473	709116;709349;709653	-;-;-	1125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
evm.model.hcontig_020_021.167	hcontig_020_021;hcontig_020_021;hcontig_020_021;hcontig_020_021;hcontig_020_021;hcontig_020_021;hcontig_020_021;hcontig_020_021;hcontig_020_021	718496;718684;719252;719395;719534;719675;719850;719987;720264	718589;719165;719306;719451;719589;719757;719895;720138;720342	-;-;-;-;-;-;-;-;-	1104	186	195	189	64	184	79	0	0	0	19	18	9	78	173	107	67	59	79
evm.model.hcontig_020_021.166	hcontig_020_021;hcontig_020_021;hcontig_020_021;hcontig_020_021;hcontig_020_021;hcontig_020_021;hcontig_020_021;hcontig_020_021	715265;715413;715658;715903;716120;716370;716598;716970	715325;715538;715797;716004;716235;716443;716844;717165	-;-;-;-;-;-;-;-	1062	0	0	0	1	2	0	0	0	0	0	0	0	314	314	5	0	0	1
evm.model.hcontig_020_021.138	hcontig_020_021;hcontig_020_021;hcontig_020_021	629394;629511;629647	629440;629582;629797	-;-;-	270	11	11	4	21	72	18	0	0	0	8	3	6	20	116	39	11	5	6
