# Program:featureCounts v1.5.2; Command:"featureCounts" "-T" "8" "-t" "exon" "-g" "Parent" "-a" "/home/benjamin/genome_assembly/PST79/FALCON/p_assemblies/v9_1/032017_assembly/Pst_104E_v12_p_ctg.anno.gff3" "-G" "/home/benjamin/genome_assembly/PST79/FALCON/p_assemblies/v9_1/032017_assembly/Pst_104E_v12_p_ctg.fa" "-o" "Pst_104E_v12_p_ctg.in_house_IDParent.STAR.featureCounts.txt" "-p" "GS_DG_S12412_ATCACG_L001_R1_001Aligned.sortedByCoord.out.bam" "GS_DG_S18112_CGATGT_L001_R1_001Aligned.sortedByCoord.out.bam" "GS_DG_S22312_TTAGGC_L001_R1_001Aligned.sortedByCoord.out.bam" "HE_DG_H17412_TGACCA_L001_R1_001Aligned.sortedByCoord.out.bam" "HE_DG_H1_ACTTGA_L001_R1_001Aligned.sortedByCoord.out.bam" "HE_DG_H2_GATCAG_L001_R1_001Aligned.sortedByCoord.out.bam" "IT0_DG_4_GTGAAA_L001_R1_001Aligned.sortedByCoord.out.bam" "IT0_DG_5_ATCACG_L001_R1_001Aligned.sortedByCoord.out.bam" "IT0_DG_6_ACTTGA_L001_R1_001Aligned.sortedByCoord.out.bam" "IT6_DG_7_TAGCTT_L001_R1_001Aligned.sortedByCoord.out.bam" "IT6_DG_8_GGCTAC_L001_R1_001Aligned.sortedByCoord.out.bam" "IT6_DG_9_TTAGGC_L001_R1_001Aligned.sortedByCoord.out.bam" "IT9_DG_10_GATCAG_L001_R1_001Aligned.sortedByCoord.out.bam" "IT9_DG1_CGATGT_L003_R1_001Aligned.sortedByCoord.out.bam" "IT9_DG2_TGACCA_L003_R1_001Aligned.sortedByCoord.out.bam" "UG_DG_1_ACAGTG_L001_R1_001Aligned.sortedByCoord.out.bam" "UG_DG_2_GCCAAT_L001_R1_001Aligned.sortedByCoord.out.bam" "UG_DG_3_CTTGTA_L001_R1_001Aligned.sortedByCoord.out.bam" 
Geneid	Chr	Start	End	Strand	Length	GS_DG_S12412_ATCACG_L001_R1_001Aligned.sortedByCoord.out.bam	GS_DG_S18112_CGATGT_L001_R1_001Aligned.sortedByCoord.out.bam	GS_DG_S22312_TTAGGC_L001_R1_001Aligned.sortedByCoord.out.bam	HE_DG_H17412_TGACCA_L001_R1_001Aligned.sortedByCoord.out.bam	HE_DG_H1_ACTTGA_L001_R1_001Aligned.sortedByCoord.out.bam	HE_DG_H2_GATCAG_L001_R1_001Aligned.sortedByCoord.out.bam	IT0_DG_4_GTGAAA_L001_R1_001Aligned.sortedByCoord.out.bam	IT0_DG_5_ATCACG_L001_R1_001Aligned.sortedByCoord.out.bam	IT0_DG_6_ACTTGA_L001_R1_001Aligned.sortedByCoord.out.bam	IT6_DG_7_TAGCTT_L001_R1_001Aligned.sortedByCoord.out.bam	IT6_DG_8_GGCTAC_L001_R1_001Aligned.sortedByCoord.out.bam	IT6_DG_9_TTAGGC_L001_R1_001Aligned.sortedByCoord.out.bam	IT9_DG_10_GATCAG_L001_R1_001Aligned.sortedByCoord.out.bam	IT9_DG1_CGATGT_L003_R1_001Aligned.sortedByCoord.out.bam	IT9_DG2_TGACCA_L003_R1_001Aligned.sortedByCoord.out.bam	UG_DG_1_ACAGTG_L001_R1_001Aligned.sortedByCoord.out.bam	UG_DG_2_GCCAAT_L001_R1_001Aligned.sortedByCoord.out.bam	UG_DG_3_CTTGTA_L001_R1_001Aligned.sortedByCoord.out.bam
evm.model.pcontig_017.171	pcontig_017;pcontig_017;pcontig_017	714082;714542;714907	714470;714779;715032	-;-;-	753	5386	5804	6302	261	524	259	0	0	0	79	148	78	394	723	289	3114	2644	2694
evm.model.pcontig_017.150	pcontig_017;pcontig_017;pcontig_017	636742;636887;637046	636792;636969;637193	-;-;-	282	158	78	89	0	1	0	0	0	0	0	0	0	0	1	0	132	155	121
evm.model.pcontig_017.151	pcontig_017;pcontig_017;pcontig_017	638520;638674;638831	638573;638768;638978	-;-;-	297	4	10	7	0	0	0	0	0	0	0	0	0	1	3	1	1	2	0
evm.model.pcontig_017.154	pcontig_017;pcontig_017;pcontig_017;pcontig_017;pcontig_017;pcontig_017;pcontig_017;pcontig_017;pcontig_017	645924;646138;646315;646426;646570;646812;647000;647119;647265	646033;646222;646346;646483;646730;646908;647037;647176;647381	+;+;+;+;+;+;+;+;+	756	4	3	5	2	5	2	0	0	0	3	0	0	75	159	5	8	11	7
evm.model.pcontig_017.155	pcontig_017;pcontig_017;pcontig_017;pcontig_017	648863;649107;649257;649619	649036;649161;649522;649717	-;-;-;-	594	220	250	248	250	671	226	0	0	0	47	21	68	79	1087	767	39	43	62
evm.model.pcontig_017.156	pcontig_017;pcontig_017	650773;650891	650815;651135	+;+	288	0	3	2	9	11	13	0	0	0	6	1	11	1	44	39	0	0	0
evm.model.pcontig_017.157	pcontig_017;pcontig_017	656498;657106	656966;657164	-;-	528	349	416	500	0	4	3	0	0	0	0	0	1	2	3	1	49	28	40
evm.model.pcontig_017.330	pcontig_017	1392833	1393156	-	324	68	79	84	4	20	2	0	0	0	9	1	2	29	104	27	27	9	21
evm.model.pcontig_017.331	pcontig_017	1394838	1395182	-	345	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0
evm.model.pcontig_017.332	pcontig_017;pcontig_017;pcontig_017;pcontig_017;pcontig_017	1395328;1395529;1395739;1395957;1396177	1395459;1395671;1395868;1396027;1396456	-;-;-;-;-	756	107	73	112	0	4	0	0	0	0	8	7	8	24	114	58	11	10	17
evm.model.pcontig_017.333	pcontig_017;pcontig_017;pcontig_017	1398027;1398135;1398266	1398046;1398196;1398411	-;-;-	228	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
evm.model.pcontig_017.136	pcontig_017	591264	591416	+	153	1241	1122	1117	526	1335	428	0	0	0	308	424	251	1231	4334	1830	510	422	482
evm.model.pcontig_017.138	pcontig_017;pcontig_017	593782;593985	593922;594179	+;+	336	0	0	0	3	5	4	0	0	0	0	0	1	9	9	2	0	0	1
evm.model.pcontig_017.139	pcontig_017;pcontig_017;pcontig_017	594873;595289;595532	595205;595456;596122	-;-;-	1092	338	494	530	298	683	248	0	0	0	77	64	77	221	728	476	49	31	51
evm.model.pcontig_017.132	pcontig_017	577067	577519	+	453	793	679	777	6	23	6	0	0	0	0	0	0	2	1	2	340	358	331
evm.model.pcontig_017.133	pcontig_017;pcontig_017;pcontig_017;pcontig_017;pcontig_017	579937;580042;580237;580582;580766	579946;580164;580471;580683;580796	-;-;-;-;-	501	517	612	726	32	129	46	0	0	0	3	2	3	15	158	65	126	112	141
evm.model.pcontig_017.130	pcontig_017;pcontig_017;pcontig_017	573332;573612;573746	573526;573662;573754	+;+;+	255	272	251	271	0	5	1	0	0	0	5	12	9	32	103	31	131	117	118
evm.model.pcontig_017.134	pcontig_017;pcontig_017;pcontig_017;pcontig_017;pcontig_017;pcontig_017;pcontig_017;pcontig_017;pcontig_017;pcontig_017;pcontig_017;pcontig_017;pcontig_017;pcontig_017	583268;583520;583747;583949;584468;584566;584808;585084;585294;585548;585794;586022;586201;586394	583433;583678;583872;584381;584485;584728;585009;585198;585477;585640;585821;586101;586321;586509	-;-;-;-;-;-;-;-;-;-;-;-;-;-	2004	5262	4522	5432	148	342	105	0	0	2	121	246	139	833	1738	591	4682	5097	4703
evm.model.pcontig_017.135	pcontig_017;pcontig_017;pcontig_017;pcontig_017;pcontig_017;pcontig_017;pcontig_017	589045;589169;589327;589658;590134;590597;590739	589091;589230;589587;590065;590520;590664;590753	+;+;+;+;+;+;+	1248	4584	3669	4175	138	696	181	0	0	0	1306	1959	1259	5760	19723	8931	1915	1531	1636
evm.model.pcontig_017.5	pcontig_017;pcontig_017;pcontig_017;pcontig_017;pcontig_017;pcontig_017;pcontig_017;pcontig_017;pcontig_017;pcontig_017;pcontig_017;pcontig_017;pcontig_017;pcontig_017	18970;19649;19836;20113;20349;20573;20923;21441;22001;22229;22456;22652;22794;22999	19560;19736;20008;20232;20486;20822;21352;21901;22149;22382;22568;22709;22916;23273	-;-;-;-;-;-;-;-;-;-;-;-;-;-	3123	1375	997	1222	43	146	57	0	0	0	74	115	62	519	1736	670	344	246	344
evm.model.pcontig_017.8	pcontig_017;pcontig_017;pcontig_017;pcontig_017;pcontig_017;pcontig_017;pcontig_017	32267;32495;32717;32901;33116;33315;33725	32395;32632;32797;33023;33204;33636;33937	+;+;+;+;+;+;+	1095	623	377	482	370	790	328	0	0	0	142	221	161	496	2476	1993	195	182	200
evm.model.pcontig_017.9	pcontig_017;pcontig_017;pcontig_017;pcontig_017;pcontig_017	34912;34997;35145;35312;35468	34928;35074;35249;35389;35624	-;-;-;-;-	435	1	5	2	3	18	7	0	0	0	1	0	2	4	34	35	0	1	0
evm.model.pcontig_017.118	pcontig_017;pcontig_017;pcontig_017;pcontig_017;pcontig_017;pcontig_017	525437;525773;525936;526184;526398;526794	525553;525846;526092;526306;526672;527133	+;+;+;+;+;+	1086	6231	6176	6312	134	277	121	0	0	1	604	708	598	1775	4576	2565	4657	4964	4320
evm.model.pcontig_017.114	pcontig_017;pcontig_017	490836;490981	490914;492200	+;+	1299	450	537	508	67	186	52	0	0	1	52	105	51	323	1004	344	216	158	225
evm.model.pcontig_017.115	pcontig_017;pcontig_017;pcontig_017;pcontig_017;pcontig_017;pcontig_017;pcontig_017;pcontig_017;pcontig_017;pcontig_017;pcontig_017;pcontig_017;pcontig_017;pcontig_017;pcontig_017;pcontig_017;pcontig_017	504852;505333;505621;505789;505951;506280;506630;506727;506861;506954;507200;507337;507453;507564;507814;507954;508082	505252;505547;505700;505859;506188;506543;506659;506785;506884;507084;507275;507380;507480;507718;507870;507988;508381	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	2208	18	14	21	206	952	391	0	0	0	125	46	99	188	410	359	16	11	16
evm.model.pcontig_017.116	pcontig_017;pcontig_017;pcontig_017;pcontig_017;pcontig_017;pcontig_017;pcontig_017;pcontig_017;pcontig_017;pcontig_017;pcontig_017;pcontig_017;pcontig_017	515175;515315;515675;515845;516018;516159;516349;516483;516753;517071;517168;517297;517476	515232;515585;515760;515939;516082;516248;516415;516651;516993;517087;517184;517399;517603	-;-;-;-;-;-;-;-;-;-;-;-;-	1407	7504	5524	6791	66	209	134	0	0	0	93	6	96	2159	6811	1381	3116	3166	2983
evm.model.pcontig_017.111	pcontig_017;pcontig_017;pcontig_017	486752;486848;487121	486769;486994;487168	-;-;-	213	36	37	64	8	19	3	0	0	0	6	2	3	19	48	22	36	29	28
evm.model.pcontig_017.112	pcontig_017;pcontig_017	487358;487492	487418;488705	+;+	1275	2486	2548	2533	196	490	187	0	0	0	48	46	33	378	749	226	1027	777	1067
evm.model.pcontig_017.113	pcontig_017;pcontig_017	489203;489353	489263;490530	+;+	1239	674	676	743	189	485	213	0	0	0	70	109	50	367	1068	483	277	153	234
evm.model.pcontig_017.226	pcontig_017;pcontig_017;pcontig_017;pcontig_017;pcontig_017;pcontig_017;pcontig_017;pcontig_017;pcontig_017;pcontig_017	905699;905993;906215;906428;906679;906889;907075;907283;907747;908166	905909;906114;906321;906584;906816;906972;907209;907659;908094;908370	-;-;-;-;-;-;-;-;-;-	1884	4	5	3	630	1495	627	0	0	0	14	12	17	87	212	94	0	1	0
evm.model.pcontig_017.227	pcontig_017;pcontig_017	910411;911028	910959;911069	+;+	591	0	0	0	56	140	69	0	0	0	3	4	11	22	72	80	0	0	0
evm.model.pcontig_017.224	pcontig_017;pcontig_017;pcontig_017;pcontig_017;pcontig_017	892418;892641;892783;892951;893098	892571;892694;892881;893028;893132	+;+;+;+;+	420	0	0	0	5	3	4	0	0	0	0	0	0	3	5	1	0	0	0
evm.model.pcontig_017.225	pcontig_017;pcontig_017;pcontig_017;pcontig_017;pcontig_017	904603;904826;904968;905142;905295	904756;904879;905066;905225;905320	+;+;+;+;+	417	0	0	0	3	23	11	0	0	0	4	1	1	15	15	12	0	0	0
evm.model.pcontig_017.222	pcontig_017;pcontig_017;pcontig_017;pcontig_017;pcontig_017	878989;879147;879273;879620;879772	879049;879199;879544;879686;879906	-;-;-;-;-	588	599	664	730	324	816	277	0	0	0	176	221	142	588	1976	773	1268	1073	1148
evm.model.pcontig_017.223	pcontig_017;pcontig_017	888433;890686	890543;891262	-;-	2688	0	1	0	1	12	5	0	0	0	0	0	1	1	4	2	0	0	0
evm.model.pcontig_017.221	pcontig_017;pcontig_017	875231;875347	875265;875578	+;+	267	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1
evm.model.pcontig_017.228	pcontig_017;pcontig_017;pcontig_017	913325;913759;914466	913646;914397;914491	+;+;+	987	0	0	0	686	1687	664	0	0	0	95	26	87	110	604	586	0	0	0
evm.model.pcontig_017.229	pcontig_017;pcontig_017	918389;918858	918510;918921	+;+	186	48	68	60	12	24	12	0	0	0	15	8	5	49	97	53	55	26	36
evm.model.pcontig_017.122	pcontig_017	541893	542183	+	291	139	120	159	4	27	13	0	0	0	15	26	16	118	467	167	88	69	85
evm.model.pcontig_017.129	pcontig_017;pcontig_017	571085;571548	571482;571662	+;+	513	143	96	136	15	34	11	0	0	0	27	47	15	161	429	193	90	89	92
evm.model.pcontig_017.128	pcontig_017;pcontig_017;pcontig_017	568565;568934;569092	568824;569007;569240	+;+;+	483	179	143	222	28	30	9	0	0	0	104	80	89	231	1028	586	74	69	69
evm.model.pcontig_017.1	pcontig_017;pcontig_017	119;321	217;396	+;+	175	619	713	760	502	893	418	0	0	0	66	77	32	256	679	194	494	489	383
evm.model.pcontig_017.2	pcontig_017;pcontig_017;pcontig_017	988;1140;1350	1038;1231;1494	-;-;-	288	7	10	5	112	151	28	0	0	0	21	30	13	94	628	166	2	1	0
evm.model.pcontig_017.3	pcontig_017;pcontig_017	3013;3235	3116;3382	-;-	252	0	2	1	5	6	3	0	0	0	0	0	0	5	5	3	2	1	0
evm.model.pcontig_017.56	pcontig_017;pcontig_017;pcontig_017;pcontig_017	275255;275664;276059;276477	275583;275956;276397;276541	+;+;+;+	1026	3	2	1	5	16	15	0	0	0	3	0	11	11	1502	738	0	0	1
evm.model.pcontig_017.57	pcontig_017;pcontig_017;pcontig_017;pcontig_017	277622;277849;277976;278489	277770;277906;278401;280150	+;+;+;+	2295	1703	1455	1791	173	620	180	0	0	0	127	137	120	706	2848	1104	989	963	942
evm.model.pcontig_017.54	pcontig_017;pcontig_017;pcontig_017;pcontig_017	220450;220855;221224;221642	220772;221147;221562;221691	+;+;+;+	1005	4	2	2	1	7	22	0	0	0	27	0	28	12	2019	1239	1	2	2
evm.model.pcontig_017.55	pcontig_017;pcontig_017;pcontig_017;pcontig_017;pcontig_017;pcontig_017;pcontig_017	225421;225572;225769;226805;227682;228061;272664	225449;225659;226716;227587;227940;228292;272727	-;-;-;-;-;-;-	2403	1739	1664	1823	55	204	92	0	0	0	6	9	13	44	1266	449	493	480	473
evm.model.pcontig_017.52	pcontig_017;pcontig_017	209463;209745	209641;210222	-;-	657	751	718	763	176	359	150	0	0	0	135	140	157	570	1641	645	868	630	694
evm.model.pcontig_017.6	pcontig_017;pcontig_017;pcontig_017;pcontig_017;pcontig_017;pcontig_017	23981;24115;24276;24443;24627;26647	24051;24186;24355;24559;26584;26982	-;-;-;-;-;-	2634	6865	5807	8069	101	325	150	0	0	0	125	188	114	720	2997	1411	2322	2188	2156
evm.model.pcontig_017.50	pcontig_017	204317	205948	-	1632	628	663	698	29	86	35	0	0	0	29	79	46	285	835	296	406	285	355
evm.model.pcontig_017.51	pcontig_017;pcontig_017	206220;207235	207167;208026	+;+	1740	795	786	966	205	651	181	0	0	0	46	126	50	453	1257	443	562	479	479
evm.model.pcontig_017.7	pcontig_017;pcontig_017;pcontig_017	30069;30174;30375	30098;30274;30522	-;-;-	279	14	36	38	9	34	6	0	0	0	1	2	0	13	145	46	9	6	10
evm.model.pcontig_017.58	pcontig_017;pcontig_017	281337;281628	281522;282731	+;+	1290	2	8	6	1	3	1	0	0	0	0	0	0	0	4	1	2	0	1
evm.model.pcontig_017.59	pcontig_017;pcontig_017;pcontig_017;pcontig_017	292580;293981;295223;295881	293843;295079;295739;295958	-;-;-;-	2958	3227	2984	3731	294	771	274	0	0	0	322	328	287	1234	4674	1871	2281	1537	2116
evm.model.pcontig_017.313	pcontig_017	1320530	1322113	+	1584	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
evm.model.pcontig_017.78	pcontig_017;pcontig_017;pcontig_017;pcontig_017;pcontig_017;pcontig_017;pcontig_017	382765;382914;383100;383280;383448;383614;383721	382840;383012;383189;383354;383528;383628;383851	-;-;-;-;-;-;-	567	1	1	2	402	788	270	0	0	1	26	3	13	29	207	196	1	0	1
evm.model.pcontig_017.79	pcontig_017;pcontig_017;pcontig_017	387080;387670;387980	387563;387864;388515	+;+;+	1215	3	2	3	303	460	153	0	0	0	4	4	1	1381	1179	145	4	2	0
evm.model.pcontig_017.74	pcontig_017;pcontig_017;pcontig_017;pcontig_017;pcontig_017;pcontig_017	367981;368090;368303;368512;368674;369047	368017;368218;368446;368588;368960;369155	+;+;+;+;+;+	783	2331	2371	2549	1163	3342	963	0	0	1	300	473	295	1172	4149	1652	2646	3038	2240
evm.model.pcontig_017.75	pcontig_017;pcontig_017;pcontig_017;pcontig_017	369733;369983;370611;371012	369922;370545;370947;372891	+;+;+;+	2970	309	233	323	19	54	15	0	0	0	19	22	19	98	604	292	89	79	91
evm.model.pcontig_017.76	pcontig_017;pcontig_017;pcontig_017;pcontig_017;pcontig_017;pcontig_017;pcontig_017;pcontig_017;pcontig_017	374334;374672;374882;375041;375350;375543;375712;375961;376091	374546;374742;374936;375273;375459;375643;375886;376011;376152	-;-;-;-;-;-;-;-;-	1071	5125	3981	4797	286	573	195	0	1	1	67	149	57	969	1336	423	3773	4693	3713
evm.model.pcontig_017.77	pcontig_017;pcontig_017	376877;377981	377823;380186	-;-	3153	1039	881	1090	122	409	105	0	0	0	68	120	62	655	2220	854	277	285	335
evm.model.pcontig_017.70	pcontig_017;pcontig_017;pcontig_017;pcontig_017	339883;340671;340799;341636	340552;340719;341527;341993	-;-;-;-	1806	1927	1740	2301	150	385	145	0	0	0	86	166	92	511	1644	815	967	858	855
evm.model.pcontig_017.72	pcontig_017;pcontig_017;pcontig_017;pcontig_017;pcontig_017	358138;359392;359690;359830;360142	359311;359619;359736;360052;360455	+;+;+;+;+	1986	2511	2174	2881	219	653	179	0	0	1	114	185	114	707	2332	929	1736	1800	1528
evm.model.pcontig_017.73	pcontig_017	363211	364407	+	1197	2	2	0	59	150	80	0	0	0	26	11	19	30	77	62	1	1	3
evm.model.pcontig_017.236	pcontig_017;pcontig_017;pcontig_017;pcontig_017	935468;935743;936113;936263	935637;935986;936163;936412	+;+;+;+	615	795	649	798	806	2246	703	0	1	0	89	251	108	881	1139	407	480	378	408
evm.model.pcontig_017.231	pcontig_017;pcontig_017;pcontig_017	922694;923022;923867	922936;923599;923939	-;-;-	894	220	694	635	435	1207	955	1	1	0	4954	6074	4662	11154	63777	30578	499	245	358
evm.model.pcontig_017.235	pcontig_017;pcontig_017;pcontig_017;pcontig_017	933071;933587;934316;934589	933462;934200;934502;934700	+;+;+;+	1305	1	3	4	6	13	6	0	0	0	0	2	2	5	19	12	1	4	4
evm.model.pcontig_017.234	pcontig_017;pcontig_017;pcontig_017;pcontig_017	930692;931160;931881;932180	931047;931773;932067;932294	+;+;+;+	1272	1	0	0	29	56	18	0	0	0	0	0	0	29	41	14	0	0	0
evm.model.pcontig_017.237	pcontig_017;pcontig_017;pcontig_017;pcontig_017;pcontig_017;pcontig_017;pcontig_017;pcontig_017	937411;937556;937659;937795;938027;938277;938444;938633	937452;937572;937695;937894;938192;938374;938536;938787	+;+;+;+;+;+;+;+	708	1174	963	1229	283	720	242	0	0	0	90	165	114	485	1127	551	588	583	563
evm.model.pcontig_017.233	pcontig_017;pcontig_017;pcontig_017	927977;928445;929130	928344;929049;929434	+;+;+	1278	2856	2446	2658	122	396	143	0	0	0	50	77	46	301	493	295	991	734	900
evm.model.pcontig_017.232	pcontig_017;pcontig_017;pcontig_017	924664;925120;925807	925046;925727;926165	-;-;-	1350	0	1	1	54	47	3	0	0	0	39	117	27	101	250	163	0	2	0
evm.model.pcontig_017.18	pcontig_017	62910	63350	+	441	5	7	5	3	8	1	0	0	0	0	1	0	8	16	5	0	1	6
evm.model.pcontig_017.19	pcontig_017	63971	64819	+	849	19	22	30	4	48	14	0	0	0	0	0	1	21	33	10	1	3	2
evm.model.pcontig_017.12	pcontig_017;pcontig_017	50271;50360	50296;50702	+;+	369	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
evm.model.pcontig_017.13	pcontig_017;pcontig_017;pcontig_017;pcontig_017	55274;55382;55539;55710	55283;55437;55621;55809	+;+;+;+	249	282	64	81	288	992	771	0	0	0	50	13	38	866	8290	1385	116	87	69
evm.model.pcontig_017.10	pcontig_017;pcontig_017;pcontig_017;pcontig_017;pcontig_017	40579;41329;42246;42398;42569	41250;42154;42328;42478;42757	-;-;-;-;-	1851	5465	5025	5356	375	1131	446	0	0	2	1220	1359	1191	3491	16004	7464	2555	2084	2380
evm.model.pcontig_017.11	pcontig_017	43501	43782	+	282	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
evm.model.pcontig_017.14	pcontig_017;pcontig_017;pcontig_017;pcontig_017	56422;56956;57195;57432	56874;57078;57342;57481	+;+;+;+	774	806	797	923	290	735	249	0	0	1	65	75	61	393	750	274	693	743	557
evm.model.pcontig_017.15	pcontig_017;pcontig_017	58270;58492	58414;58766	+;+	420	8	14	12	4	6	0	0	0	0	1	0	1	11	15	4	3	1	5
evm.model.pcontig_017.119	pcontig_017;pcontig_017;pcontig_017	530512;531097;531668	531015;531588;531709	-;-;-	1038	160	227	207	25	70	21	0	1	0	159	1238	172	2279	13925	6286	18	15	13
evm.model.pcontig_017.117	pcontig_017;pcontig_017;pcontig_017;pcontig_017	519673;519983;520184;522328	519874;520092;522191;522614	-;-;-;-	2607	4422	4428	5387	12	39	40	0	0	0	70	290	51	426	1582	831	3029	2707	2850
evm.model.pcontig_017.123	pcontig_017	542351	542560	+	210	120	110	115	13	45	31	0	0	0	11	24	8	89	291	109	58	56	62
evm.model.pcontig_007.128	pcontig_007	494297	495283	+	987	209	317	282	32	67	25	0	0	0	22	27	24	102	295	126	86	48	92
evm.model.pcontig_007.129	pcontig_007;pcontig_007;pcontig_007	496574;497754;500226	496709;500132;500659	+;+;+	2949	16	9	15	2	6	10	0	0	0	0	2	0	10	42	18	5	5	10
evm.model.pcontig_007.126	pcontig_007;pcontig_007	484917;485081	485013;485151	+;+	168	5	0	2	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0
evm.model.pcontig_007.127	pcontig_007	485666	486502	-	837	0	1	3	2	8	1	0	0	0	0	0	0	0	0	2	1	0	0
evm.model.pcontig_007.124	pcontig_007;pcontig_007	471618;472241	472156;472400	-;-	699	14	12	8	10	23	7	0	0	0	8	5	4	15	28	35	7	5	4
evm.model.pcontig_007.125	pcontig_007;pcontig_007;pcontig_007;pcontig_007;pcontig_007	483131;483232;483734;483940;484115	483143;483582;483837;484037;484325	+;+;+;+;+	777	3098	2433	2864	167	406	147	0	0	1	171	236	137	698	2151	876	1473	1173	1468
evm.model.pcontig_007.122	pcontig_007	467963	468538	-	576	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
evm.model.pcontig_007.121	pcontig_007	467637	467915	-	279	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
evm.model.pcontig_007.355	pcontig_007	1467786	1468124	+	339	0	0	0	3	11	1	0	0	0	0	0	0	0	1	0	0	0	0
evm.model.pcontig_007.354	pcontig_007;pcontig_007;pcontig_007;pcontig_007	1464134;1465132;1465293;1465528	1465030;1465199;1465385;1465744	-;-;-;-	1275	0	1	0	1194	2654	1303	0	0	0	13	16	11	73	191	55	0	0	0
evm.model.pcontig_007.357	pcontig_007;pcontig_007;pcontig_007;pcontig_007;pcontig_007;pcontig_007;pcontig_007;pcontig_007;pcontig_007;pcontig_007	1470576;1470906;1471072;1471479;1472023;1472468;1472700;1472854;1473102;1473491	1470825;1471003;1471396;1471927;1472312;1472624;1472776;1472983;1473392;1473493	+;+;+;+;+;+;+;+;+;+	2070	3097	2861	3260	50	224	112	0	0	0	87	186	117	645	2074	851	977	819	1062
evm.model.pcontig_007.356	pcontig_007;pcontig_007	1469891;1470231	1470148;1470242	+;+	270	77	58	75	0	1	1	0	0	0	5	9	6	15	64	26	35	12	22
evm.model.pcontig_007.351	pcontig_007;pcontig_007;pcontig_007;pcontig_007;pcontig_007;pcontig_007;pcontig_007	1450100;1450431;1450862;1451017;1451173;1451332;1451691	1450354;1450786;1450940;1451092;1451257;1451617;1452038	-;-;-;-;-;-;-	1485	278	463	503	4	15	5	0	1	0	0	2	1	27	32	2	176	196	263
evm.model.pcontig_007.350	pcontig_007;pcontig_007;pcontig_007	1446431;1446536;1446800	1446454;1446727;1447348	-;-;-	765	10688	9703	11006	237	1008	325	0	0	3	136	110	129	1255	2954	1166	8620	7003	7363
evm.model.pcontig_007.353	pcontig_007;pcontig_007;pcontig_007	1457447;1461001;1461162	1460899;1461068;1461348	-;-;-	3708	0	0	1	1075	3012	1129	0	0	0	35	24	36	199	523	278	0	0	0
evm.model.pcontig_007.352	pcontig_007;pcontig_007;pcontig_007;pcontig_007;pcontig_007;pcontig_007;pcontig_007	1453308;1453705;1454146;1454294;1454442;1454593;1454961	1453607;1454063;1454224;1454369;1454526;1454878;1455350	-;-;-;-;-;-;-	1575	1597	1387	1575	421	911	389	0	0	0	75	162	71	559	998	360	1094	1126	1047
evm.model.pcontig_007.359	pcontig_007;pcontig_007;pcontig_007;pcontig_007;pcontig_007	1478752;1479757;1480159;1480294;1480750	1479649;1480093;1480220;1480679;1480965	+;+;+;+;+	1899	614	500	612	57	210	64	0	0	0	90	88	85	407	1524	760	228	214	215
evm.model.pcontig_007.358	pcontig_007;pcontig_007;pcontig_007;pcontig_007;pcontig_007;pcontig_007;pcontig_007;pcontig_007;pcontig_007;pcontig_007	1473941;1474012;1474295;1474441;1474915;1476648;1477131;1477529;1477786;1478123	1473943;1474219;1474356;1474824;1476563;1477051;1477420;1477666;1478034;1478284	+;+;+;+;+;+;+;+;+;+	3549	1823	1597	1870	239	615	218	0	0	0	62	278	73	1093	2456	550	1087	1145	1047
evm.model.pcontig_007.109	pcontig_007	413284	413865	-	582	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
evm.model.pcontig_007.100	pcontig_007;pcontig_007;pcontig_007;pcontig_007	374768;374889;375090;375253	374815;375012;375175;375255	-;-;-;-	261	294	272	312	27	79	29	0	0	0	61	59	54	175	595	275	156	179	147
evm.model.pcontig_007.101	pcontig_007;pcontig_007;pcontig_007;pcontig_007;pcontig_007;pcontig_007;pcontig_007	375491;375572;375844;375992;376264;376473;376694	375493;375742;375890;376157;376375;376591;376741	+;+;+;+;+;+;+	666	3	0	2	0	2	0	0	0	0	0	0	0	1	1	0	1	1	0
evm.model.pcontig_007.102	pcontig_007;pcontig_007;pcontig_007;pcontig_007;pcontig_007	377737;378061;378226;378567;379183	377979;378133;378452;379052;379263	-;-;-;-;-	1110	54	53	50	17	55	19	0	0	0	31	32	18	88	249	139	31	15	28
evm.model.pcontig_007.103	pcontig_007;pcontig_007;pcontig_007;pcontig_007;pcontig_007;pcontig_007;pcontig_007;pcontig_007;pcontig_007	381127;381208;381351;381522;381628;381945;382488;382727;382922	381160;381262;381418;381545;381700;382399;382628;382843;383091	+;+;+;+;+;+;+;+;+	1137	4	8	12	1	6	15	0	0	0	35	0	53	4	3933	2324	4	2	3
